,place,last_name,first_name,age,time,race_id
301,302,BOLTZER,THOMAS,88,65:24.8,1
302,303,RASOWSKY,BERNY,89,65:25.1,1
303,304,LEONARD,TIMOTHY,90,65:25.5,1
304,305,CHRISTIAN,CHARLES,4,65:27.1,1
305,306,SHEEHAN,KATHLEEN,8,65:24.9,1
306,307,VAN,ALSTINE TRACY,53,65:32.9,1
307,308,PURGA,RICHARD,95,65:34.5,1
308,309,FORBES,JAMES,96,65:35.8,1
309,310,NAPLES,ROBERT,97,65:36 3,1
310,311,ROBERTS,DON,91,65:41.6,1
311,312,MENDOZA,ROBERT,98,65:44.0,1
312,313,GAUSEWITZ,KARL,46,65:45.0,1
313,314,MACKEN,NELSON,47,65:45.7,1
314,315,SIEGEL,PAUL,99,65:46.3,1
315,316,PEACOCK,GAIL,6,65:48.1,1
316,317,WASSELL,JOE,92,65:54.9,1
317,318,MASON,MARIA,9,66:02.0,1
318,319,SHELGREN,JAY,00,66:04.9,1
319,320,LESSARD,GARY,01,66:05.0,1
320,321,LUCAS,CHRISTOPHER,2,66:08.8,1
321,322,EMOND,MIKE,93,66:09.3,1
322,323,LYONS,DONNA,10,66:10.5,1
323,324,HEWITT,JOHN,5,66:13.6,1
324,325,SHEPHERD,LARRY,48,66:14.9,1
325,326,DELANEY,DONALD,94,66:21.4,1
326,327,SIKULE,KATHY,11,66:24.9,1
327,328,POSNIEWSKI,JAMES,95,66:31.1,1
328,329,BABCOCK,SCOTT,96,66:31.7,1
329,330,MCGARRY,KEVIN,54,66:32.3,1
330,331,FREEMAN,GEORGE,49,66:32.6,1
331,332,FREEMAN,WALTER,55,66:35.5,1
332,333,THOHPSON,FRED,50,66:36.0,1
333,333,CURRIN,HUNTER,51,66:38.1,1
334,335,SULLIVAN,TERRY,7,66:39.7,1
335,336,HOLBROOK,WILLIAM,97,66:40.3,1
336,337,SOWA,JOHN,52,66:43.0,1
337,338,DELEO,JOHN,56,66:43.9,1
338,339,ZACUTO,PHIL,53,66:47.1,1
339,340,DIPIERRO,LEE,98,66:48.9,1
340,341,HEATON,WILLIAM,54,66:50.1,1
341,342,HIGH,RRENDA,7,66:54 3,1
342,343,MALONE,BERNARD,99,66:55.6,1
343,344,BROOKS,MARK,57,66:57.2,1
344,345,STEARNS,CHARLES,58,66:58.5,1
345,346,HAMMANN,KENNETH,55,66:58.6,1
346,347,DIXON,WILLIAH,02,67:00.8,1
347,348,HOLLEY,MICHAEL,03,67:06.4,1
348,349,GRIMM,LINCOLN,00,67:08.2,1
349,350,DUNN,RUSSELL,01,62:09.5,1
350,351,DEVRIES,ROBERT,6,67:19.3,1
351,352,WHEELER,POLLY,8,67:19.8,1
352,353,OCONNOR,JOAN,9,67:20.8,1
353,354,LAMOND,PAUL,59,67:22.1,1
354,355,MORRISSEY,EARL,56,67:25.3,1
355,356,ZARZYMSKI,JOSEPH,02,67:26.4,1
356,357,REILLY,MATT,60,67:27.9,1
357,358,TAYLOR,HARRY E JR,03,67:30.6,1
358,359,HARRIS,LARRY,04,67:31.8,1
359,360,VANGARDEREN,SCOTT,61,62:34.6,1
360,361,DOTEN,EUGENE,57,67:35.2,1
361,362,REYNOLDS,J1M,62,62:36.4,1
362,363,SULGER,ARTHUR,05,67:40.5,1
363,364,TREMBLY,RICHARD,06,67:41.1,1
364,365,CASTIGLIONE,CAROLYN,8,67:53.5,1
365,366,PAGE,LINCOLN,07,67:45.7,1
366,367,LASHWAY,WAYNE,58,67:45.2,1
367,368,TOWNSEND,MICHAEL,08,67:50.7,1
368,369,MESSITT,MAURA,1,67:51.0,1
369,370,MINAHAN,BARNEY,59,67:51 9,1
370,371,DERRY,HICHAEL,09,67:54.2,1
371,372,TURONE,TED,7,68:00.0,1
372,373,WHITE,KRISTINA,12,68:00.6,1
373,374,AMANN,LUD,10,68:05.0,1
374,375,MASLYN,ROBERT,04,68:07.7,1
375,376,HERMAN,JOE,63,68:14.4,1
376,377,HOWARD,BRIAN,11,68:15.6,1
377,377,GILL,ROBERT,8,68:27.5,1
378,379,BALZANO,ROBERT,12,68:28.6,1
379,38O,SYMANOWICZ,DONALD,13,68:36.4,1
380,381,HEFFERNAN,CHARLES,14,68:37.2,1
381,382,PARILLO,JOHN,60,"68:3?,8",1
382,383,GIUNCO,EDWARD,64,68:38.5,1
383,384,ZAHNLEUTER,RICHARD,05,68:40.S,1
384,385,BECKER,GARDNER,61,68:43.3,1
385,386,HOTCHKISS,GAGE,62,68:46.4,1
386,387,MORAWETZ,GEORGE,15,68:47.1,1
387,388,NARODE,GEORGE,16,68:47.5,1
388,389,POLLOCK,MINDA,10,68:48.7,1
389,390,WAGNER,TOM,17,68:49.3,1
390,391,WAGNER,AMY,9,68:49.7,1
391,392,THOMAS,GUY,18,68:51.6,1
392,393,ORCUTT,KEVIN,65,68:56.2,1
393,394,TOMPKINS,BOBBI,11,69.57 6,1
394,395,ROYNE,RON,19,69:58.9,1
395,396,ARONOWITZ,MARK,20,69:59.6,1
396,397,VANHALL,CHARLES,06,69:01.8,1
397,398,CHAFIN,HARLAN,21,69:03.6,1
398,399,SMITH,EDDIE,3,69:06.6,1
399,400,READ,JAMES,97,69:08.6,1
400,401,PASKO,MARK,08,69:12.9,1
401,402,BARONE,DIANE,10,69:19.5,1
402,403,PUTNAH,DAVID,09,69:23.1,1
403,404,GAFFNEY,DICK,63,69:23.6,1
404,405,DERKOWSKI,CLAY,10,69:25.1,1
405,406,KOMOROSKE,JOSEPH,22,69:26.3,1
406,407,FRITZ,KAREN,13,69:27.1,1
407,408,SWATT,BARBARA,2,69:27.6,1
408,409,WALKER,FREDERICK,64,69:29.0,1
409,410,CLARK,ADAM,66,69:29.1,1
410,411,CARLISLE,JAMES,23,69:31.5,1
411,412,HULL,DARRYL,24,69:34 8,1
412,413,L1NDENBER6,BARRY,11,69:38.9,1
413,414,AMGEMB,RICHARD,12,69:40.7,1
414,415,BUHRMASTER,JAHES,4,69:42.3,1
415,416,LANE,GARRETT,25,69:43.8,1
416,417,DETRICK,KARL,5,69:47.6,1
417,418,BURR,JERRY,65,69:49.4,1
418,419,MARZINSKY,JOHN,13,69:53.1,1
419,420,SOLTYSIAK,NORBERT,66,69:54.9,1
420,421,MACDOUGALL,SCOTT,67,69:55.5,1
421,422,DICKINSON,DANA,12,69:56 6,1
422,423,LANE,JOHN,14,69:56.8,1
423,424,WARNICK,SPENCER,9,69:57.2,1
424,425,READ,JOHN,26,69:59.1,1
425,426,RUSH,CHRISTOPHER,67,70:00.7,1
426,427,PATRICK,STEVEN,15,70:01.5,1
427,428,NAGLER,SYLVAIN,68,70:03.6,1
428,429,KELLY,TIMOTHY,68,70:10.9,1
429,430,BASILIO,BONNIE,13,70:11.8,1
430,431,TALLEUR,RICHARD,69,70:13.6,1
431,432,STEWART,ELIZABETH,14,70:14.9,1
432,433,LOCHNER,JOSEPH,70,70:19.4,1
433,434,SIMON,MARK,69,70:20.3,1
434,435,MORAN,JACK,10,70:20.8,1
435,436,REGAN,GEORGE,16,70:23.3,1
436,437,SZOT,PENNY,3,70:25.7,1
437,438,KOPP,BOB,17,70:26.6,1
438,439,SHANK,TOM,18,70:29.6,1
439,440,JOHNSON,ERIC,6,70:30.0,1
440,441,CROSHAN,CORAL,11,70:30.3,1
441,442,RZEPKOWSKI,NEAL,19,70:30.6,1
442,443,BRODERICK,WILLIAM,27,70:36.6,1
443,444,MELROSE,FRANK,71,70:38.6,1
444,445,PARK,DAVID,28,70:41.4,1
445,446,OWENS,JOHN,20,70:42.3,1
446,447,FECK,JAHES,29,70:43.3,1
447,448,MCLAUGHLIN,TERESA,12,70:44.4,1
448,449,WARNER,ROBERT,11,70:44.9,1
449,450,CLAYTON,ROGER,30,70:46.8,1
450,451,COSTELLO,BARTLEY,31,70:49.0,1
451,452,UNDERHILL,FRAN,13,70:50.7,1
452,453,KOLLAR,THOMAS,32,70:51.9,1
453,454,LINKINHOKFR,STEVE,70,"70:52,5",1
454,455,JEWETT,MATT,71,70:52.8,1
455,456,BERKERY,PATRICK,33,70:54.1,1
456,457,STARNES,GERALD,21,70:56.6,1
457,458,SIEGEL,BRUCE,35,71:03.3,1
458,459,0ARE,TIM,72,71:04.4,1
459,460,ELINI,DOUGLAS,73,71:04.8,1
460,461,MOLNER,DAVE,74,71:10.9,1
461,462,DRUMM,KEN,35,71:20.0.,1
462,463,DECKER,JAN,36,71:21.9,1
463,464,PASSINEAU,EDWARD,22,71:22.6,1
464,465,DAVIDSON,SUSAN,15,71:28.6,1
465,466,BLEIKAMP,JOAN,14,71:32.6,1
466,467,SWANSON,EDWARD,37,71:33.6,1
467,468,KELLY,TONY,72,71:35.6.,1
468,469,HEERAN,JOHN,73,71:49.8,1
469,470,LEADHOLM,MARGARET,15,71:50.3.,1
470,471,MILLER,MARTIN,38,71:59.7,1
471,472,SALVO,ED,39,72:04.6,1
472,473,LANGLOIS,TERRY,23,72:07.3,1
473,474,KILLIAN,JOHN,74,72:09.1,1
474,475,PAWIUSAK,RICHARD,24,72:09.6,1
475,476,MILLER,GERALD,40,72:12.9,1
476,477,HATHAWAY,STERLING,41,72:14.2,1
477,478,BERARD,DEBORAH,16,72:17.3,1
478,479,JACON,ROBERT,42,72:20.4,1
479,480,FRERING,RICHARD,75,72:21.4,1
480,481,MELROSE,JACKIE,2,72:22.1,1
481,482,JOHNSON,EDWARD,33,72:23.8,1
482,483,SMITH,GREG,75,72:25.9,1
483,484,MATHER,LINDA,16,72:28.9,1
484,485,MURRAY,JOHN,25,72:29.6,1
485,486,GIAEVER,TRINE,17,72:36.1,1
486,487,MURAWSKI,GERTRUDE,14,72:40.1,1
487,488,SCOTT,THOMAS,12,72:40.7,1
488,489,GARSTANG,COLLIN,84,72:41.2,1
489,490,HIGH,HAMILTON,11,72:52.0,1
490,491,BOORADY,CAROL,17,72:54.0,1
491,492,BERKERY,JACK,46,72:57.3,1
492,493,LENANE,EDWARD,7,73:07.7,1
493,494,KNOGHT,FRANK,47,73:09.5,1
494,495,PULVER,MARBRY,26,73:09.9,1
495,496,MORRIS,ELAINE,18,73:14.8,1
496,497,GIUNCO,JOHN,8,73:19.7,1
497,498,DAVIDSON,GEORGE,48,73:25.6,1
498,499,STOCKMANN,ANNY,3,73:27.1,1
499,500,THARP,JENNY,18,73:28.2,1
500,501,SIMMONS,SUSAN,15,73:28.5,1
501,502,SIMMONS,DENNIS,49,73:31.8,1
502,503,BLENDELL,JAMES,76,73:39.6,1
503,504,BRUCE,VICTOR,27,73:41.1,1
504,505,HAHER,JOHN,50,73:44.4,1
505,506,FOSTER,MICHAEL,51,73:55.4,1
506,507,ROSEN,IRA,13,74:03.6,1
507,508,EINARSSON,KATHLEEN,52,74:05.2,1
508,509,STROBLE,TERRY,53,74:09.5,1
509,510,J=LAYTON,CHARLES,77,74:18.5,1
510,511,TUTTLE,JEANNE,16,74:16.0,1
511,512,PATACK,LOUIS,54,74:17.7,1
512,513,JOYCE,CHRIS,28,74:19.7,1
513,514,LAPTETRO,ROBERT,29,74:24.2,1
514,515,WEINBERG,LEO,14,74:24.6,1
515,516,EDUARDS,NANCY,19,74:25.1,1
516,517,GELFANO,MICHAEL,78,74:25.6,1
517,518,SHATYNSKI,STEPHEN,55,74:32.5,1
518,519,MAEDER,DOUGLAS,79,74:33.4,1
519,520,NUNNERY,LARRY,56,74:35.1,1
520,521,SIVER,OAVID,57,74:38.4,1
521,522,DAWSON,BARBARA,17,74:43.6,1
522,523,MCCORMACK,ANGELA,19,74:45.9,1
523,524,WTTE,MARY ANN,20,74:44.3,1
524,525,ROACH,BUDDY,30,74:46.6,1
525,526,HARPER,MARYANNE,21,74:47.0,1
526,527,HARPER,JOHN,31,74:47.9,1
527,528,EDWARDS,ROSS,58,75:02.9,1
528,529,HART,ROBERT,59,75:15.0,1
529,530,PIETZYKOWSKI,PAUL,50,75:17.0,1
530,531,CULHANE,EDNOND JR,80,75:22.3,1
531,532,SCOTT,MARY,1,75:27.3,1
532,533,SMITH,ROBERT,61,75:30.1,1
533,534,POWHIDA,NANCY,18,75:35.2,1
534,535,LOCHNER,THERESA,20,75:37.1,1
535,536,MANGANO,THOMAS,62,75:45.2,1
536,537,FINN,JOANNE,19,75:51.8,1
537,538,OKRENT,GARY,63,76:07.9,1
538,539,SANDERSON,JOHN,64,76:13.4,1
